Subject	Trial	Recording	Frame	Kinect	Sk_color	Hip_Center_X	Hip_Center_Y	Hip_Center_Z	Spine_X	Spine_Y	Spine_Z	Shoulder_Center_X	Shoulder_Center_Y	Shoulder_Center_Z	Head_X	Head_Y	Head_Z	Shoulder_Left_X	Shoulder_Left_Y	Shoulder_Left_Z	Elbow_Left_X	Elbow_Left_Y	Elbow_Left_Z	Wrist_Left_X	Wrist_Left_Y	Wrist_Left_Z	Hand_Left_X	Hand_Left_Y	Hand_Left_Z	Shoulder_Right_X	Shoulder_Right_Y	Shoulder_Right_Z	Elbow_Right_X	Elbow_Right_Y	Elbow_Right_Z	Wrist_Right_X	Wrist_Right_Y	Wrist_Right_Z	Hand_Right_X	Hand_Right_Y	Hand_Right_Z	Hip_Left_X	Hip_Left_Y	Hip_Left_Z	Knee_Left_X	Knee_Left_Y	Knee_Left_Z	Ankle_Left_X	Ankle_Left_Y	Ankle_Left_Z	Foot_Left_X	Foot_Left_Y	Foot_Left_Z	Hip_Right_X	Hip_Right_Y	Hip_Right_Z	Knee_Right_X	Knee_Right_Y	Knee_Right_Z	Ankle_Right_X	Ankle_Right_Y	Ankle_Right_Z	Foot_Right_X	Foot_Right_Y	Foot_Right_Z	
20190807T151654_Example2	Test 1	1	0002131_151827	1	cyan	0.418388	0.283638	2.811637	0.422406	0.343860	2.871738	0.436043	0.711466	2.894836	0.413843	0.889782	2.852232	0.260577	0.590505	2.866781	0.222735	0.316633	2.826939	0.201680	0.075329	2.796689	0.219518	-0.028187	2.770319	0.590207	0.586592	2.858625	0.631230	0.328117	2.792270	0.666455	0.089012	2.739558	0.685264	-0.009379	2.746124	0.342141	0.212757	2.799512	0.392033	-0.232346	2.743068	0.392747	-0.612958	2.754826	0.406381	-0.702810	2.710796	0.488602	0.209818	2.790530	0.492856	-0.214467	2.702372	0.512506	-0.591502	2.940112	0.461760	-0.645283	2.843189	
20190807T151654_Example2	Test 1	1	0002132_151827	1	cyan	0.426150	0.293740	2.765233	0.424939	0.351433	2.828182	0.433703	0.718691	2.866744	0.416435	0.901754	2.823389	0.262076	0.601927	2.813929	0.210709	0.307136	2.773983	0.184510	0.066376	2.740514	0.192643	-0.020682	2.719201	0.591952	0.607592	2.829967	0.654781	0.334070	2.784245	0.671903	0.084539	2.707897	0.678953	-0.005389	2.693568	0.353720	0.217459	2.748271	0.378515	-0.246816	2.728387	0.393608	-0.611630	2.753018	0.411831	-0.702380	2.718599	0.496564	0.226113	2.744460	0.499916	-0.200131	2.633633	0.499337	-0.599024	2.842819	0.493033	-0.700397	2.810026	
20190807T151654_Example2	Test 1	1	0002133_151827	1	cyan	0.418208	0.286933	2.685304	0.417251	0.346601	2.749710	0.426406	0.719854	2.785375	0.414544	0.895785	2.731203	0.254613	0.600495	2.723915	0.194965	0.319339	2.680617	0.174566	0.078992	2.612549	0.183921	-0.016652	2.593763	0.585409	0.606619	2.741786	0.613812	0.328971	2.669240	0.677297	0.080232	2.633477	0.676883	-0.021629	2.611768	0.345053	0.212889	2.670477	0.366904	-0.293983	2.710591	0.429857	-0.659571	2.705855	0.441060	-0.731066	2.654621	0.488973	0.216185	2.664141	0.491447	-0.250863	2.521985	0.489999	-0.634248	2.641014	0.499966	-0.711690	2.590540	
20190807T151654_Example2	Test 1	1	0002134_151827	1	cyan	0.408876	0.285528	2.644663	0.408593	0.346739	2.701140	0.423626	0.716727	2.723820	0.415803	0.890998	2.689465	0.252455	0.598041	2.692976	0.194758	0.311542	2.621399	0.165497	0.077167	2.549581	0.173949	-0.012949	2.526342	0.583339	0.606684	2.708364	0.604431	0.322509	2.618903	0.675333	0.082528	2.583215	0.675744	-0.018043	2.582340	0.333818	0.213246	2.630037	0.357046	-0.291515	2.693830	0.403323	-0.643866	2.722741	0.407894	-0.685889	2.629489	0.479459	0.212754	2.628453	0.482112	-0.255023	2.461510	0.491638	-0.638024	2.484833	0.498985	-0.716297	2.447509	
20190807T151654_Example2	Test 1	1	0002135_151827	1	cyan	0.410573	0.265498	2.562043	0.410465	0.327556	2.619743	0.418380	0.703438	2.641500	0.411641	0.872784	2.600890	0.247997	0.580556	2.602690	0.180921	0.302523	2.527367	0.161497	0.072146	2.435224	0.164708	-0.012455	2.399909	0.575741	0.583128	2.614906	0.612977	0.309002	2.554749	0.657544	0.065745	2.495656	0.663258	-0.024676	2.487701	0.336884	0.193653	2.548786	0.349224	-0.288877	2.645514	0.399924	-0.606060	2.712978	0.404023	-0.648404	2.619032	0.481687	0.193669	2.543842	0.480961	-0.280515	2.370352	0.471287	-0.621361	2.262813	0.462365	-0.690554	2.166904	
20190807T151654_Example2	Test 1	1	0002136_151827	1	cyan	0.407789	0.238112	2.420999	0.410061	0.299367	2.482111	0.419735	0.674248	2.507902	0.405417	0.846951	2.464156	0.244440	0.565111	2.475039	0.172299	0.265274	2.378042	0.160073	0.038694	2.275007	0.150907	0.007502	2.244953	0.564797	0.558095	2.471597	0.619774	0.296172	2.442771	0.648596	0.050088	2.373862	0.658908	-0.059049	2.367640	0.335305	0.167295	2.407035	0.340687	-0.312952	2.551945	0.403141	-0.636739	2.697772	0.397303	-0.724423	2.705294	0.476426	0.168474	2.402509	0.472546	-0.289701	2.234094	0.449275	-0.611912	2.097737	0.436006	-0.677641	1.999029	
20190807T151654_Example2	Test 1	1	0002137_151827	1	cyan	0.402429	0.233037	2.324629	0.405371	0.295541	2.387217	0.418647	0.680558	2.420118	0.405278	0.859639	2.373317	0.246418	0.561665	2.380564	0.172636	0.255691	2.291615	0.153331	0.036049	2.172484	0.146243	-0.039336	2.141038	0.564450	0.551373	2.376582	0.619806	0.288447	2.333160	0.660956	0.049124	2.292444	0.664102	-0.060772	2.307192	0.329178	0.163117	2.311078	0.340644	-0.281973	2.433582	0.399952	-0.634025	2.665025	0.390151	-0.720290	2.679141	0.470584	0.163807	2.303563	0.457844	-0.295138	2.146676	0.438083	-0.624680	2.060909	0.425956	-0.698181	1.968103	
20190807T151654_Example2	Test 1	1	0002138_151827	1	cyan	0.395002	0.230333	2.184730	0.399873	0.292213	2.250436	0.408176	0.683830	2.298323	0.400057	0.841809	2.252750	0.241681	0.561630	2.250223	0.181046	0.276447	2.184305	0.169031	0.042941	2.098361	0.170184	-0.035191	2.093704	0.550823	0.543151	2.229405	0.607126	0.269146	2.186421	0.637396	0.031976	2.120643	0.649241	-0.075118	2.150646	0.323916	0.162946	2.167897	0.316159	-0.269244	2.211830	0.366418	-0.593831	2.492617	0.362494	-0.635609	2.400416	0.462894	0.163179	2.167744	0.453470	-0.285889	2.074094	0.431705	-0.634773	2.030204	0.422291	-0.722764	1.954440	
20190807T151654_Example2	Test 1	1	0002139_151827	1	cyan	0.389542	0.233745	2.144595	0.395775	0.296421	2.206858	0.409331	0.684432	2.243806	0.399714	0.829636	2.200653	0.238642	0.563647	2.216500	0.183604	0.284827	2.147589	0.168486	0.046907	2.078276	0.167280	-0.030602	2.059654	0.551813	0.545743	2.192121	0.603211	0.256107	2.129363	0.600144	0.022533	2.042372	0.634648	-0.073197	2.089908	0.317444	0.166840	2.131690	0.333401	-0.266089	2.114590	0.353662	-0.584988	2.407519	0.348526	-0.626449	2.315698	0.455386	0.163792	2.119432	0.443070	-0.288311	2.061837	0.430052	-0.637085	2.025703	0.421692	-0.727036	1.952921	
20190807T151654_Example2	Test 1	1	0002140_151827	1	cyan	0.380373	0.239266	2.073992	0.389023	0.301711	2.135787	0.403970	0.685004	2.165913	0.386880	0.818434	2.104212	0.235862	0.569878	2.145311	0.173101	0.296984	2.091984	0.164651	0.057251	2.026365	0.159974	-0.028329	2.019318	0.552995	0.562372	2.113450	0.586309	0.264221	2.036262	0.588756	0.024902	1.970492	0.624698	-0.049342	1.979267	0.305671	0.171292	2.064023	0.310128	-0.276950	2.011485	0.322941	-0.628310	2.270161	0.308278	-0.709148	2.247287	0.447560	0.168491	2.048760	0.435330	-0.291094	2.015150	0.429648	-0.636287	2.022309	0.421035	-0.732156	1.965658	
20190807T151654_Example2	Test 1	1	0002141_151827	1	cyan	0.376145	0.236076	2.035716	0.385411	0.298666	2.098380	0.398840	0.684715	2.129983	0.387733	0.823291	2.073576	0.235828	0.569218	2.100657	0.168254	0.292800	2.058931	0.159874	0.052404	1.998658	0.154978	-0.026073	1.993486	0.547416	0.559584	2.063990	0.586197	0.264694	2.008431	0.596259	0.027106	1.935673	0.598550	-0.052594	1.914826	0.302393	0.169202	2.029275	0.305817	-0.276051	1.959355	0.314971	-0.631909	2.165227	0.327090	-0.706545	2.101148	0.443180	0.165604	2.011187	0.435892	-0.301126	2.002045	0.429455	-0.636460	2.020613	0.420808	-0.731402	1.967103	
20190807T151654_Example2	Test 1	1	0002142_151827	1	cyan	0.369388	0.227750	1.961186	0.381400	0.291536	2.022336	0.392033	0.678806	2.047634	0.373199	0.810389	1.981623	0.229206	0.562758	2.028286	0.165957	0.280135	1.997721	0.146033	0.042208	1.926916	0.145933	-0.023079	1.926334	0.529547	0.552159	1.976141	0.595479	0.257284	1.933595	0.596013	0.019893	1.857314	0.600126	-0.060336	1.842702	0.297249	0.162780	1.961156	0.286285	-0.265138	1.832171	0.309881	-0.639184	1.938879	0.286926	-0.715874	1.899544	0.435131	0.158228	1.933261	0.451063	-0.311510	1.988358	0.419437	-0.645084	2.007973	0.407804	-0.732796	1.969087	
20190807T151654_Example2	Test 1	1	0002143_151827	1	cyan	0.362616	0.218932	1.887669	0.375670	0.283651	1.946991	0.385696	0.669257	1.963261	0.379217	0.796611	1.889526	0.226874	0.548662	1.951990	0.161953	0.272740	1.922970	0.132083	0.031885	1.872871	0.135066	-0.028723	1.866199	0.521270	0.530143	1.893509	0.598662	0.247313	1.858643	0.588909	0.012762	1.773238	0.606753	-0.021185	1.770811	0.290741	0.155683	1.893611	0.278176	-0.241674	1.740134	0.267937	-0.578365	1.701636	0.291404	-0.653243	1.732875	0.427983	0.148218	1.857327	0.456548	-0.310780	1.955643	0.413924	-0.665553	1.997300	0.433050	-0.741769	1.966338	
20190807T151654_Example2	Test 1	1	0002144_151827	1	cyan	0.353701	0.213999	1.853176	0.366078	0.279288	1.911357	0.381721	0.660617	1.916932	0.373485	0.800505	1.858286	0.224846	0.543936	1.910904	0.153788	0.272054	1.899096	0.124443	0.031781	1.849498	0.129223	-0.034568	1.835788	0.517901	0.531094	1.863049	0.604659	0.216898	1.811378	0.576247	-0.011060	1.713178	0.590628	-0.089343	1.699943	0.281382	0.150688	1.858885	0.274839	-0.232829	1.713420	0.253465	-0.662018	1.597058	0.240218	-0.702853	1.508427	0.417360	0.143593	1.822153	0.456211	-0.300779	1.926395	0.415422	-0.665574	1.993592	0.433261	-0.742570	1.966015	
20190807T151654_Example2	Test 1	1	0002145_151828	1	cyan	0.337546	0.199365	1.736525	0.350324	0.262640	1.794595	0.364671	0.636721	1.801701	0.368373	0.767753	1.729880	0.214480	0.518063	1.792030	0.133723	0.245458	1.783369	0.102596	0.004273	1.768344	0.117417	-0.057720	1.742125	0.501203	0.504226	1.742047	0.573819	0.240172	1.693734	0.571974	0.005370	1.616454	0.600019	-0.069774	1.616882	0.265169	0.138233	1.745161	0.264902	-0.226948	1.591152	0.251407	-0.654451	1.452397	0.237350	-0.700021	1.363845	0.401698	0.128646	1.703565	0.442915	-0.272143	1.807712	0.438643	-0.624373	1.933510	0.424758	-0.664509	1.846372	
20190807T151654_Example2	Test 1	1	0002146_151828	1	cyan	0.333248	0.197162	1.691015	0.344878	0.259891	1.749668	0.360814	0.632480	1.758227	0.365325	0.767123	1.690394	0.207972	0.512265	1.746581	0.133258	0.247066	1.751030	0.095206	0.007685	1.733431	0.108225	-0.093974	1.698815	0.494536	0.499189	1.703933	0.575136	0.192776	1.647811	0.572059	-0.044650	1.584997	0.595339	-0.119556	1.569499	0.260901	0.135431	1.698102	0.263726	-0.228326	1.555481	0.253090	-0.655926	1.427773	0.240952	-0.706094	1.338652	0.397300	0.127377	1.659681	0.435492	-0.256406	1.754740	0.454604	-0.536177	1.891004	0.442901	-0.576224	1.803589	
20190807T151654_Example2	Test 1	1	0002147_151828	1	cyan	0.328928	0.193800	1.647928	0.339839	0.255192	1.707139	0.350287	0.623853	1.718975	0.353842	0.755749	1.647493	0.202359	0.509398	1.706707	0.122471	0.241849	1.710256	0.091634	0.002191	1.697105	0.106700	-0.096767	1.657001	0.485293	0.495285	1.662265	0.568230	0.188271	1.616932	0.565421	-0.044432	1.537929	0.588996	-0.120531	1.535532	0.257690	0.133272	1.648214	0.260122	-0.230737	1.509015	0.254672	-0.662794	1.416309	0.242046	-0.712478	1.329675	0.393852	0.125718	1.621547	0.429080	-0.247321	1.695839	0.446528	-0.514054	1.849721	0.434237	-0.554002	1.762439	
20190807T151654_Example2	Test 1	1	0002148_151828	1	cyan	0.319770	0.208748	1.566376	0.326609	0.265318	1.628234	0.324231	0.617273	1.642150	0.328468	0.750780	1.571939	0.176432	0.536706	1.630164	0.111134	0.293802	1.614251	0.087704	0.049529	1.601008	0.107322	-0.048915	1.562283	0.470663	0.526243	1.593421	0.543382	0.210670	1.539992	0.568689	-0.024775	1.486164	0.570041	-0.103660	1.476196	0.250395	0.145912	1.559274	0.243954	-0.233983	1.444625	0.243784	-0.665272	1.387783	0.234110	-0.705046	1.300274	0.387165	0.140053	1.541605	0.402659	-0.241503	1.556795	0.437115	-0.500974	1.712846	0.427442	-0.540748	1.625337	
20190807T151654_Example2	Test 1	1	0002149_151828	1	cyan	0.301320	0.196700	1.479000	0.302684	0.252637	1.536560	0.266753	0.587608	1.541648	0.271006	0.721598	1.470938	0.164083	0.521025	1.544561	0.098889	0.207462	1.511174	0.098282	-0.028801	1.458423	0.106552	-0.106018	1.444066	0.452791	0.506896	1.500183	0.547410	0.197148	1.466399	0.555218	-0.039561	1.417321	0.570406	-0.116558	1.426145	0.235328	0.131178	1.473552	0.266383	-0.277199	1.395277	0.201961	-0.680058	1.383001	0.189866	-0.720124	1.295905	0.376765	0.131713	1.453972	0.391612	-0.276741	1.434940	0.423338	-0.595081	1.697157	0.411242	-0.635148	1.610062	
20190807T151654_Example2	Test 1	1	0002150_151828	1	cyan	0.294074	0.187825	1.438358	0.291096	0.242025	1.493569	0.250649	0.562574	1.488184	0.254903	0.696620	1.417366	0.156043	0.519723	1.495114	0.083323	0.205212	1.474262	0.090622	-0.029234	1.416410	0.088673	-0.103517	1.391499	0.448463	0.491771	1.465273	0.531509	0.180149	1.422481	0.556011	-0.056110	1.385510	0.575500	-0.131294	1.395983	0.232074	0.123315	1.438530	0.264089	-0.295556	1.375554	0.198823	-0.686232	1.387039	0.191784	-0.726460	1.299609	0.371294	0.123275	1.420332	0.378868	-0.275553	1.371300	0.412790	-0.584479	1.624515	0.405752	-0.624706	1.537085	
20190807T151654_Example2	Test 1	1	0002151_151828	1	cyan	0.289971	0.176308	1.399057	0.286623	0.231641	1.455825	0.234084	0.550847	1.446068	0.238340	0.684955	1.375137	0.144759	0.494010	1.458987	0.087357	0.249495	1.425416	0.075400	0.007945	1.369649	0.074029	-0.067607	1.351003	0.438074	0.483765	1.424521	0.518041	0.172516	1.379733	0.554340	-0.061855	1.347446	0.578862	-0.134246	1.362136	0.228574	0.108898	1.392493	0.251680	-0.311598	1.359387	0.211956	-0.702708	1.392947	0.202689	-0.743114	1.305945	0.370056	0.113106	1.380581	0.373891	-0.274349	1.302246	0.405592	-0.591380	1.560010	0.396325	-0.631787	1.473007	
20190807T151654_Example2	Test 1	1	0002152_151828	1	cyan	0.281352	0.161262	1.331867	0.273803	0.215937	1.384683	0.189278	0.511210	1.358186	0.193535	0.645322	1.287101	0.128418	0.470734	1.390678	0.059876	0.161825	1.318446	0.057290	-0.066353	1.243490	0.054289	-0.139082	1.218106	0.425687	0.466163	1.356539	0.513226	0.236338	1.335188	0.569023	0.008055	1.297207	0.561964	-0.068710	1.297490	0.224052	0.091659	1.326066	0.230958	-0.295681	1.330731	0.273686	-0.706822	1.394871	0.264727	-0.750810	1.309921	0.368450	0.100818	1.314955	0.361136	-0.264865	1.197764	0.386776	-0.604400	1.395597	0.377528	-0.645601	1.310028	
20190807T151654_Example2	Test 1	1	0002153_151828	1	cyan	0.269680	0.140047	1.224468	0.262894	0.191038	1.265719	0.201303	0.461921	1.235868	0.205560	0.596037	1.164480	0.100150	0.416170	1.281766	0.041893	0.194451	1.208386	0.035873	-0.019877	1.101187	0.014206	-0.059341	1.040040	0.418444	0.419857	1.246791	0.483890	0.113058	1.178171	0.598520	-0.078922	1.233130	0.583083	-0.153030	1.227171	0.203372	0.066063	1.225712	0.223942	-0.300884	1.297573	0.286075	-0.705248	1.367664	0.282283	-0.757350	1.285553	0.366478	0.074709	1.213731	0.342422	-0.280310	1.074404	0.685670	-0.452813	1.054515	0.676744	-0.494581	0.969682	
20190807T151654_Example2	Test 1	1	0002154_151828	1	cyan	0.264512	0.103854	1.163175	0.257276	0.153737	1.205731	0.184547	0.418695	1.180149	0.188802	0.552746	1.108677	0.091827	0.380005	1.206552	0.023636	0.166021	1.117414	0.049967	-0.043344	1.004780	0.030393	-0.097697	0.955899	0.399066	0.372244	1.162055	0.473084	0.092372	1.104597	0.555155	-0.119767	1.141759	0.582512	-0.190480	1.158701	0.201036	0.028062	1.162989	0.224291	-0.331015	1.259077	0.315508	-0.714097	1.376440	0.310867	-0.763414	1.297081	0.362115	0.045281	1.150284	0.339477	-0.300247	0.989578	0.385044	-0.599035	0.894010	0.369134	-0.497252	0.929635	
20190807T151654_Example2	Test 1	1	0002155_151828	1	cyan	0.265247	0.116835	1.181629	0.258040	0.167898	1.222303	0.194064	0.440318	1.196299	0.198316	0.574302	1.124758	0.095118	0.388994	1.229878	0.028857	0.127069	1.139758	0.049706	-0.071893	1.008161	0.028717	-0.115954	0.950658	0.408683	0.382293	1.192788	0.446837	0.095394	1.107814	0.564042	-0.091617	1.166500	0.565514	-0.158831	1.132315	0.199807	0.041808	1.182259	0.221693	-0.317940	1.272313	0.309412	-0.720226	1.319257	0.310153	-0.770405	1.230815	0.361545	0.054709	1.169714	0.341872	-0.290103	1.009924	0.374539	-0.584405	0.894293	0.360562	-0.484246	0.934382	
20190807T151654_Example2	Test 1	1	0002156_151828	1	cyan	0.243102	0.089889	1.032338	0.240802	0.133111	1.067387	0.190715	0.353755	1.031654	0.194968	0.487757	0.959643	0.086795	0.335299	1.088819	0.024057	0.110591	0.984054	0.071951	-0.100280	0.891286	0.087915	-0.170570	0.864854	0.399731	0.303100	1.035809	0.389091	0.004162	0.922046	0.293568	-0.259674	0.852556	0.261727	-0.347619	0.833883	0.165715	0.021058	1.032199	0.216367	-0.326674	1.145613	0.272729	-0.713614	1.260362	0.260776	-0.767105	1.181380	0.346799	0.019460	1.022775	0.304801	-0.385581	0.843859	0.270259	-0.718714	0.681343	0.256719	-0.761311	0.598386	
20190807T151654_Example2	Test 1	1	0002157_151828	1	cyan	0.227782	0.110836	0.994223	0.230301	0.147613	1.025626	0.216632	0.344573	0.994525	0.220887	0.478631	0.922407	0.091838	0.323695	1.046543	0.026388	0.084215	0.938540	0.106096	-0.126594	0.969562	0.132665	-0.196864	0.984387	0.406104	0.315506	1.006752	0.398980	0.016922	0.894371	0.288391	-0.198765	0.846406	0.251529	-0.270661	0.834900	0.135519	0.039050	0.997072	0.209944	-0.307675	1.099660	0.256932	-0.591042	1.180994	0.240676	-0.490707	1.143696	0.324660	0.041478	0.979784	0.267174	-0.359316	0.796762	0.219910	-0.688840	0.630942	0.209832	-0.730298	0.547016	
20190807T151654_Example2	Test 1	1	0002158_151828	1	cyan	0.116883	0.097630	0.903266	0.122912	0.103481	0.934555	0.127864	0.195453	0.921320	0.217165	0.340295	0.921361	0.002334	0.174192	0.972097	0.033534	-0.033136	0.854409	0.199002	-0.190974	0.843669	0.254158	-0.243587	0.844565	0.317844	0.169832	0.927912	0.215575	-0.025135	0.839678	0.191272	-0.283150	0.849044	0.183171	-0.369155	0.856642	0.007585	0.002523	0.952847	0.113519	-0.413578	1.029044	0.200519	-0.755312	1.076294	0.189695	-0.794842	0.991661	0.208663	0.036677	0.803465	0.165992	-0.397952	0.749160	0.130947	-0.754903	0.689231	0.120123	-0.794433	0.604598	
20190807T151654_Example2	Test 1	1	0002159_151828	1	cyan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012139	0.074966	0.329653	0.000000	0.000000	0.000000	-0.001196	0.042111	0.344878	0.038309	0.167587	0.610028	0.012574	0.233067	0.633645	0.000000	0.000000	0.000000	0.035752	0.052161	0.341211	0.031814	0.150077	0.619860	0.059176	0.299346	0.859448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029396	0.162805	0.418685	0.038429	0.201296	0.519203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028238	0.093745	0.441465	0.022534	0.102880	0.548940	
20190807T151654_Example2	Test 1	2	0002394_151838	1	red	0.463785	0.318258	3.711354	0.464947	0.380274	3.764879	0.459512	0.732500	3.758487	0.462787	0.899990	3.719643	0.300836	0.625532	3.743850	0.247913	0.377547	3.711087	0.225693	0.119126	3.659713	0.183355	0.059965	3.591995	0.612799	0.611323	3.729697	0.674018	0.378276	3.692906	0.680302	0.100829	3.616855	0.611407	0.068022	3.553918	0.394311	0.251811	3.705280	0.220537	-0.125589	3.704303	0.268242	-0.579157	3.818585	0.350353	-0.633325	3.848993	0.534695	0.245417	3.697141	0.537529	-0.157031	3.579991	0.460223	-0.499693	3.585353	0.457083	-0.544733	3.487701	
20190807T151654_Example2	Test 1	2	0002395_151838	1	red	0.462387	0.331369	3.665412	0.466620	0.386911	3.724480	0.461263	0.733395	3.743198	0.453621	0.915186	3.671521	0.294064	0.621400	3.700830	0.243868	0.342407	3.679816	0.230428	0.112813	3.640754	0.196915	0.051606	3.589175	0.612314	0.609180	3.670289	0.684351	0.312822	3.634432	0.670762	0.092166	3.552791	0.679235	0.018024	3.549250	0.390797	0.262700	3.662282	0.343059	-0.086724	3.586918	0.347901	-0.490260	3.695467	0.340294	-0.533059	3.600911	0.534005	0.258038	3.640671	0.573037	-0.086524	3.589870	0.270305	-0.020563	3.617343	0.303200	-0.135614	3.615241	
20190807T151654_Example2	Test 1	2	0002396_151838	1	red	0.448746	0.322762	3.583570	0.456611	0.382676	3.637792	0.463480	0.730950	3.638172	0.439487	0.918110	3.607099	0.291002	0.631195	3.629955	0.232456	0.351541	3.594266	0.203012	0.117448	3.551787	0.203460	0.023973	3.531435	0.623532	0.611523	3.588967	0.672729	0.316210	3.530249	0.671818	0.089450	3.445691	0.680653	-0.005305	3.435918	0.371921	0.253795	3.579395	0.364905	-0.212625	3.461450	0.334273	-0.618290	3.480275	0.320984	-0.701752	3.443058	0.520992	0.244024	3.564640	0.519314	-0.156605	3.591342	0.664941	0.103220	3.505309	0.635674	-0.010247	3.517980	
20190807T151654_Example2	Test 1	2	0002397_151838	1	red	0.446366	0.316540	3.534441	0.451913	0.376514	3.589552	0.461596	0.727474	3.593596	0.429756	0.905272	3.551342	0.286378	0.623866	3.581672	0.223259	0.330757	3.558107	0.204027	0.092523	3.508282	0.214336	0.022387	3.498518	0.611036	0.617477	3.560166	0.672749	0.320000	3.515302	0.677639	0.096348	3.405090	0.677829	0.002525	3.378681	0.371367	0.245923	3.532728	0.350901	-0.221860	3.382216	0.337504	-0.605483	3.359301	0.328713	-0.681840	3.309421	0.516072	0.243537	3.512673	0.515712	-0.145010	3.570487	0.629781	0.106727	3.460188	0.605555	-0.007039	3.478920	
20190807T151654_Example2	Test 1	2	0002398_151839	1	red	0.442357	0.309132	3.499596	0.454609	0.368486	3.556205	0.462458	0.725064	3.572391	0.429769	0.900589	3.516390	0.282710	0.625719	3.566615	0.218967	0.324479	3.533545	0.191597	0.084054	3.487333	0.188384	-0.005075	3.433470	0.603461	0.607894	3.503006	0.663801	0.325598	3.437995	0.666571	0.091731	3.344179	0.646945	0.005817	3.311192	0.365749	0.240651	3.492720	0.331243	-0.231190	3.317803	0.332898	-0.580060	3.264253	0.325055	-0.654657	3.172894	0.511330	0.232698	3.474694	0.495339	-0.186999	3.529291	0.585538	0.067040	3.443405	0.552649	-0.045612	3.457567	
20190807T151654_Example2	Test 1	2	0002399_151839	1	red	0.428380	0.301010	3.455314	0.435173	0.361052	3.508669	0.457153	0.711039	3.509855	0.422808	0.907421	3.493899	0.276188	0.606583	3.504023	0.212209	0.316191	3.492129	0.183716	0.076410	3.432780	0.180725	0.025626	3.429298	0.602688	0.605915	3.488023	0.665196	0.318519	3.401053	0.661303	0.085217	3.310450	0.644864	0.004977	3.290138	0.350903	0.229534	3.455560	0.339446	-0.237455	3.289732	0.319829	-0.576211	3.150758	0.324511	-0.656577	3.064330	0.497299	0.227846	3.434931	0.518695	-0.134080	3.443873	0.722594	0.046645	3.353487	0.647088	-0.035105	3.393061	
20190807T151654_Example2	Test 1	2	0002400_151839	1	red	0.421127	0.286118	3.401104	0.431100	0.348042	3.455499	0.449851	0.706765	3.456742	0.411342	0.906484	3.447714	0.269849	0.601180	3.455885	0.214521	0.313810	3.435363	0.185166	0.070146	3.399210	0.171604	0.015105	3.407644	0.591639	0.590225	3.419115	0.655196	0.304524	3.340542	0.645518	0.069260	3.254393	0.650247	0.005499	3.224037	0.343773	0.216259	3.401242	0.344214	-0.256037	3.249162	0.330627	-0.562161	3.075780	0.334135	-0.630722	2.979104	0.488605	0.211352	3.377286	0.343274	-0.260133	3.228571	0.565693	0.041551	3.324425	0.537159	-0.063856	3.370625	
20190807T151654_Example2	Test 1	2	0002401_151839	1	red	0.407051	0.286913	3.368252	0.420820	0.345995	3.424470	0.438875	0.702338	3.437396	0.409855	0.888381	3.384898	0.262840	0.596265	3.426836	0.211532	0.313957	3.406869	0.173039	0.071061	3.381174	0.156158	0.019153	3.381217	0.578037	0.581482	3.367362	0.647418	0.306113	3.293058	0.643920	0.075335	3.193982	0.620265	0.004874	3.175617	0.330831	0.218230	3.369813	0.311373	-0.172468	3.229882	0.334726	-0.546065	3.048225	0.339480	-0.618652	2.957327	0.471964	0.212535	3.336807	0.341150	-0.268020	3.172810	0.626758	0.015258	3.196959	0.649011	-0.058929	3.159465	
20190807T151654_Example2	Test 1	2	0002402_151839	1	red	0.412004	0.286827	3.312878	0.416849	0.346137	3.369391	0.427550	0.699785	3.380963	0.400922	0.889783	3.352353	0.255387	0.585658	3.360206	0.210361	0.307186	3.346559	0.183292	0.061871	3.314575	0.183275	-0.038640	3.290886	0.578894	0.590461	3.345929	0.638312	0.281029	3.240742	0.626118	0.046807	3.148390	0.628403	-0.029379	3.144375	0.336874	0.210193	3.304399	0.344934	-0.246834	3.141678	0.358040	-0.601028	2.984433	0.359461	-0.675599	2.890810	0.480847	0.219318	3.297060	0.346796	-0.274792	3.132540	0.361719	-0.631194	2.953893	0.354949	-0.693705	2.860329	
20190807T151654_Example2	Test 1	2	0002403_151839	1	red	0.399612	0.284955	3.217925	0.410264	0.342460	3.275492	0.415471	0.695570	3.297096	0.385675	0.887990	3.252688	0.236998	0.585705	3.286100	0.197144	0.305181	3.271317	0.173799	0.059907	3.231334	0.170126	-0.043309	3.240188	0.559731	0.588981	3.231998	0.629212	0.303626	3.168095	0.621422	0.070037	3.072364	0.621404	-0.013051	3.071537	0.326587	0.210370	3.216902	0.157635	-0.135930	3.265015	0.214125	-0.401200	3.091893	0.198816	-0.443960	2.998531	0.466923	0.215356	3.185329	0.332822	-0.281183	3.053090	0.362941	-0.641395	2.945812	0.355818	-0.698866	2.854563	
